R0000100,R0003300,R0005700,R0060300,R1051600,R1302000,R1302100,R1303400,R6235600,R6502300,R6513700,R6516200,R6520300,R6553600,R7289200,R7289400,R7293430,R7312300,R7329900,R7330000,R7337600,R7344600,R7344700,R7347500,R7347600,R7347700,R7477700,R7477800,R7610300
945,6,8,-4,-4,0,-4,-4,-5,-4,58,6,-4,-4,0,-4,391,-4,3,-2,-4,2,0,-2,-2,-2,0,0,1
952,6,-4,-4,-4,1,10,15,14,-4,50,6,-4,-4,1,0,505,-4,4,10000,-4,1,0,0,2000,8000,0,0,0
964,6,-4,109,-4,1,30,-4,13,-4,52,1,5,-4,0,1,373,44000,2,-2,-4,1,0,2500,2500,5000,0,0,0
972,6,-4,-4,-4,0,-4,4,17,-4,50,6,-4,-4,0,1,580,140000,3,70000,-4,3,0,7500,2500,0,0,0,1
983,6,-4,115,-4,0,-4,2,18,-4,57,6,-4,-4,0,1,460,14675,2,13000,-4,1,0,0,0,10000,0,0,0
985,6,-4,-4,-5,1,10,29,13,-4,50,6,-4,-4,1,1,373,-1,4,-2,-4,2,0,0,0,10000,0,0,0
994,6,18,80,-4,-5,-5,-5,-5,-4,56,4,-4,-4,0,-4,709,-4,7,-2,-4,4,0,-2,-2,-2,0,0,0
1029,6,-4,138,-5,1,20,30,16,-4,53,4,-4,-4,1,1,441,45000,5,44000,-4,1,0,3300,3300,3300,0,0,1
1044,6,-4,126,-4,0,-4,-4,16,-4,56,6,-4,-4,0,1,422,90000,2,30000,-4,2,0,5000,2500,2500,0,0,0
1067,6,-4,113,-4,0,-4,4,18,-4,54,1,10,-4,0,1,373,4000,1,100000,-4,1,1,4000,4000,2000,0,0,0
1095,6,-4,126,-4,0,-4,-4,14,-4,52,6,-4,-4,0,-4,373,65000,3,50000,-4,2,0,3300,3300,3400,0,0,0
1101,6,-4,103,-4,0,-4,-4,16,-4,54,1,8,-4,0,-4,460,-4,2,30000,-4,1,0,5000,5000,0,0,0,0
1102,6,-4,98,-4,0,-4,-4,-5,-4,52,6,-4,-4,0,-4,373,-4,5,-1,-4,-1,0,-1,-1,-1,0,0,0
1110,2,18,112,-4,0,-4,3,18,-4,59,1,10,-4,0,1,416,-4,2,25000,-4,1,1,7000,3000,0,0,0,0
1120,6,-4,119,16,0,-4,-4,16,-4,51,1,10,-4,0,0,508,-4,6,-1,-4,1,1,2500,2500,5000,0,0,0
1123,2,17,94,-4,0,-4,2,-5,-4,54,1,-4,-4,0,-4,373,40000,3,50000,-4,2,0,0,0,10000,0,0,0
1125,1,17,103,-4,1,-4,1,12,-4,61,4,-4,-4,0,1,373,80000,2,-2,-4,1,0,6000,0,4000,0,0,0
1132,6,-4,-4,-4,0,-4,3,12,-4,50,1,8,-4,0,1,373,35000,2,-2,-4,1,0,10000,0,0,0,0,0
1135,6,17,94,-4,0,-4,30,12,-4,59,1,4,-4,0,1,494,-4,2,25000,-4,1,0,7500,2500,0,0,0,0
1140,6,-4,122,-4,0,-4,5,18,-4,55,6,-4,-4,0,1,373,50000,3,25000,-4,2,0,5000,5000,0,0,0,0
1159,6,-4,-4,-4,0,-4,-4,12,-4,55,6,-4,-4,0,0,373,10000,3,-2,-4,2,0,-2,-2,-2,0,0,1
1163,6,-4,96,-4,0,-4,-4,12,-4,50,6,-4,-4,0,-4,478,55000,3,48000,-4,2,1,5000,2500,2500,0,0,0
1219,6,17,115,-4,0,-4,5,12,-4,54,6,-4,-4,0,1,373,43000,5,60000,-4,1,0,5000,0,5000,0,0,0
1222,6,18,106,-4,0,-4,30,13,-4,56,6,-4,-4,0,-4,396,-4,4,14000,1,2,0,0,5000,5000,0,0,0
1223,6,-4,97,-4,0,-4,-4,14,-4,51,6,-4,-4,0,-4,373,5000,5,9000,-4,2,0,0,5000,5000,0,0,0
1238,6,22,80,-4,0,-4,-4,16,-4,58,1,1,-4,0,-4,432,-4,4,30000,-4,1,1,0,2500,7500,0,0,0
1250,6,-4,93,12,1,5,2,17,-4,50,6,-4,-4,1,0,623,54000,5,60000,-4,2,0,3300,3300,3300,0,0,0
1254,6,-4,-4,-4,0,-4,-4,8,-4,51,6,-4,-4,0,-4,479,104,3,50000,-4,1,0,0,5000,5000,0,0,0
1262,6,20,-4,-4,1,4,3,17,-4,57,4,-4,-4,1,1,585,-1,5,-1,-4,2,1,2500,7500,0,0,0,0
1283,6,-4,106,-4,0,-4,-4,16,-4,57,6,-4,-4,0,0,481,49000,3,13000,-4,1,0,3000,1000,6000,0,0,0
1361,6,-4,-4,-4,0,-4,8,17,14,57,1,9,-4,0,1,373,-4,2,30000,-4,1,0,8000,2000,0,0,0,0
1364,6,-4,117,-4,1,-4,10,16,-4,54,4,-4,-4,0,-4,578,-2,3,25000,-4,2,0,-2,-2,-2,0,0,0
1379,6,17,-4,-4,0,-4,6,-5,-4,58,6,-4,-4,0,1,373,55000,3,40000,-4,2,1,5000,0,5000,0,0,0
1394,1,-4,107,-4,0,-4,-4,-5,-4,57,3,-4,-4,0,-4,464,100000,3,-2,-4,2,0,0,0,0,0,0,0
1403,6,-4,97,-4,1,5,2,-5,-4,52,6,-4,-4,1,1,510,70000,3,70000,-4,3,0,0,0,10000,0,0,0
1406,6,-4,110,-5,-5,-5,-5,18,-4,52,1,10,-4,0,1,373,-1,1,-1,-4,1,0,10000,0,0,0,0,1
1443,6,-4,-4,-4,0,-4,8,14,-4,50,1,8,-4,0,1,387,18000,1,40000,-4,1,1,-2,-2,-2,0,0,0
1480,6,-4,111,-4,0,-4,2,16,-4,56,6,-4,-4,0,0,373,-4,4,-2,-4,2,0,-2,-2,-2,0,0,0
1486,6,17,99,-4,0,-4,-4,12,-4,55,6,-4,-4,0,0,373,-1,4,-2,-4,2,0,-2,-2,-2,0,0,0
1490,6,-4,108,-4,1,10,3,18,-4,54,4,-4,-4,0,1,424,70000,3,50000,-4,2,1,0,10000,0,0,0,0
1491,6,-4,-4,-4,0,-4,10,18,-4,49,4,-4,-4,0,-4,460,110000,2,60000,-4,1,0,6000,2000,2000,0,0,0
1507,6,-4,110,-4,0,-4,10,18,-4,55,6,-4,-4,1,0,508,43000,3,40000,-4,2,0,-2,-2,-2,0,0,1
1527,6,-4,102,-5,0,-4,-4,12,-4,52,6,-4,-4,0,-4,707,-4,7,12000,-4,4,0,0,2000,8000,0,0,0
1539,6,-4,-4,-4,0,-4,-4,0,-4,50,6,-4,-4,0,-4,515,1200,-2,19000,-4,2,1,-2,-2,-2,0,0,0
1553,6,18,81,-5,-5,-5,-5,-5,-4,58,6,-4,-4,0,-4,373,-1,3,-1,1,1,1,0,0,1000,0,0,0
1554,6,-4,-4,-4,0,-4,25,-5,-4,50,4,-4,-4,0,1,523,13000,4,13000,0,2,0,2500,2500,5000,0,0,0
1564,6,-4,114,-4,1,10,30,16,-4,56,4,-4,-4,1,1,623,-4,1,-1,-4,2,0,3300,3300,3300,0,0,0
1580,6,-4,101,-4,0,-4,25,-5,-4,53,4,-4,-4,0,-4,463,15000,3,-2,-4,2,0,5000,2500,2500,0,0,0
1602,1,-4,85,-4,-5,-5,-5,-5,-4,54,1,4,-4,0,0,373,-4,-1,-1,-4,-1,-1,-1,-1,-1,0,0,0
1628,6,-4,-4,-4,0,-4,18,14,-4,50,1,8,-4,0,1,423,5000,1,50000,-4,1,0,5000,2500,2500,0,0,0
1640,6,-4,-4,-4,0,-4,10,18,-4,51,6,-4,-4,0,1,424,51800,2,25000,-4,1,1,7000,1500,1500,0,0,0
1653,6,-4,-4,-4,0,-4,-4,12,-4,50,1,5,-4,0,1,504,45000,3,40000,-4,2,0,0,10000,0,0,0,0
1656,6,18,88,-4,0,-4,-4,12,-4,55,6,-4,-4,0,-4,502,29000,4,-2,-4,3,0,0,0,10000,0,0,0
1659,6,-4,-4,-4,0,-4,-4,17,-4,56,6,-4,-4,0,-4,561,35000,5,45000,-4,2,1,5000,3000,2000,0,0,0
1714,6,-4,-4,-4,0,-4,-4,15,-4,50,1,4,-4,0,-4,373,45000,2,-2,-4,1,0,-2,-2,-2,0,0,0
1743,1,19,108,-4,1,60,25,12,-4,55,1,4,-4,1,1,707,-4,6,85000,-4,3,0,5000,2500,2500,0,0,1
1745,6,-4,113,-4,0,-4,-4,16,-4,53,1,6,-4,0,0,381,-4,5,30000,-4,2,1,6000,4000,0,0,0,0
1746,2,17,111,-4,0,-4,-4,12,-4,56,4,-4,-4,0,1,472,101000,3,55000,-4,2,0,10000,0,0,0,0,0
1748,6,21,107,-4,0,-4,-4,16,-4,58,6,-4,-4,0,-4,406,18000,2,18000,-4,1,0,-2,-2,-2,0,0,0
1763,6,-4,103,16,0,-4,1,16,-4,54,6,-4,-4,0,0,437,13618,4,15000,-4,2,1,0,0,10000,0,0,0
1775,6,-4,113,-4,0,-4,7,16,-4,53,4,-4,-4,0,0,486,31000,6,40000,-4,2,1,3000,7000,0,0,0,1
1777,1,17,103,-4,0,-4,-4,12,-4,56,1,-1,-4,-1,-4,-4,-4,-1,-1,-4,-1,-1,-1,-1,-1,0,0,0
1797,6,-4,-4,-4,0,-4,-4,-5,-4,50,6,-4,-4,0,0,373,45400,2,45000,-4,1,0,-2,-2,-2,0,0,0
1807,6,-4,119,-4,0,-4,8,16,-4,53,1,8,-4,0,1,416,47000,1,2,1,1,1,5000,0,5000,0,0,0
1833,6,-4,102,-4,1,-4,1,14,-4,53,6,-4,-4,1,1,396,20000,2,25000,-4,1,0,3000,3000,4000,0,0,0
1849,6,-4,73,-5,-5,-5,-5,-5,-4,51,1,6,-4,0,-4,373,-4,5,30000,-4,1,1,0,1000,1000,0,0,0
1855,6,-4,-4,-4,1,-4,6,16,-4,50,6,-4,-4,1,1,441,63000,2,35000,-4,1,1,10000,0,0,0,0,0
1863,6,18,80,-4,0,-4,2,13,-4,54,1,-2,-4,-1,-4,-4,-4,-2,-1,-4,-2,-2,-1,-1,-1,0,0,0
1868,6,11,-4,-4,0,-4,-4,6,-4,58,6,-4,-4,0,-4,621,3800,3,13000,-4,3,0,-2,-2,-2,0,0,0
1890,6,-4,-4,12,0,-4,7,13,-4,50,6,-4,-4,0,0,477,65000,3,50000,-4,2,0,8000,0,2000,0,0,0
1928,6,24,95,-4,0,-4,2,17,-4,60,6,-4,-4,0,0,386,-4,2,-1,-4,1,1,-1,-1,-1,0,0,0
1953,6,-4,-4,-4,1,-4,-4,-5,-4,50,6,-4,-4,0,-4,522,5600,5,10000,-4,3,0,0,0,10000,0,0,0
1954,6,-4,-4,-4,1,5,5,-5,-4,58,6,-4,-4,0,-4,603,-4,4,650,-4,2,0,-2,-2,-2,0,0,0
1956,6,-4,-4,-4,-4,-4,-4,18,-4,49,6,-4,-4,0,-4,373,150001,1,36000,-4,1,1,1000,0,0,0,0,1
1967,6,20,98,18,1,-4,5,18,-4,55,6,-4,-4,1,-4,562,70000,2,60000,-4,1,1,2000,0,8000,0,0,1
1974,6,-4,-4,-4,0,-4,8,18,-4,49,1,6,-4,0,1,453,75000,3,82000,-4,1,1,-1,-1,-1,0,0,0
1984,6,-4,-4,-4,-5,-5,-5,-5,-4,49,6,-4,-4,0,1,419,25000,4,25000,-4,2,0,0,5000,5000,0,0,0
1986,6,-4,107,-4,0,-4,1,12,-4,51,1,2,-4,0,-4,646,13000,7,50000,-4,2,0,0,0,10000,0,0,0
2012,6,-4,113,-4,0,-4,-4,18,-4,54,1,4,-4,0,-4,426,50000,1,34464,-4,2,0,4000,3000,3000,0,0,0
2013,6,-4,122,-4,0,-4,2,13,-4,52,4,-4,-4,0,1,373,36000,4,36000,-4,2,0,6000,4000,0,0,0,0
2014,6,-4,87,16,-5,-5,-5,17,-4,51,1,7,-4,1,1,420,45000,3,30000,-4,1,1,1000,1000,1000,0,0,0
2016,6,-4,119,-4,0,-4,-4,17,-4,51,6,-4,-4,0,0,461,63205,2,-2,-4,2,0,10000,0,0,0,0,0
2023,6,-4,-4,-4,1,-4,4,13,-4,50,4,-4,-4,0,1,473,54000,4,-2,-4,1,0,-2,-2,-2,0,0,0
2024,6,14,-4,-4,0,-4,-4,8,-4,55,6,-4,-4,0,-4,714,-4,3,-2,-4,2,0,-2,-2,-2,0,0,0
2038,6,-4,102,-4,1,20,1,18,-4,51,4,-4,-4,1,-4,568,22000,2,40000,-4,2,1,3000,0,7000,0,0,0
2045,6,18,91,-4,1,15,-4,12,-4,58,6,-4,-4,1,1,600,12000,2,-2,-4,2,0,2500,2500,5000,0,0,0
2047,6,-4,-4,16,0,-4,-4,16,-4,50,6,-4,-4,0,0,416,52000,2,25000,-4,2,0,6000,3000,1000,0,0,0
2053,6,-4,-4,-4,-5,-5,-5,-5,-4,50,6,-4,-4,0,1,632,-4,2,-2,-4,2,0,-2,-2,-2,0,0,0
2069,6,18,96,-4,1,6,2,13,-4,55,4,-4,-4,1,-4,496,8000,4,10000,-4,3,1,-2,-2,-2,0,0,0
2081,6,-4,-4,-5,-5,-5,-5,-5,-4,55,6,-4,-4,0,-4,467,-4,2,8000,-4,2,0,-1,-1,-1,0,0,0
2100,1,18,80,-4,1,-4,1,10,-4,59,6,-4,-4,1,0,552,-4,5,12000,-4,3,0,-2,-2,-2,0,0,0
2113,6,-4,104,-4,0,-4,6,-5,-4,53,4,-4,-4,0,1,373,-1,2,-2,-4,1,0,10000,0,0,0,0,0
2123,6,-4,121,-4,0,-4,-4,17,-4,54,1,8,-4,0,0,420,52000,2,18000,-4,1,0,7000,2000,1000,0,0,0
2146,6,18,96,-4,1,-4,-4,12,-4,56,6,-4,-4,1,-4,650,-4,5,10000,-4,3,0,10000,0,0,0,0,0
2166,6,-4,93,-4,-5,-5,-5,-5,-4,52,6,-4,-4,0,1,494,-4,1,2000,-4,1,0,10000,0,0,0,0,0
2176,6,-4,107,-4,0,-4,1,18,-4,54,4,-4,-4,0,1,373,43000,7,60000,-4,2,0,-2,-2,-2,0,0,0
2177,6,-4,113,-4,0,-4,3,14,-4,52,1,8,-4,0,1,373,-2,3,60000,-4,2,0,5000,2500,2500,0,0,0
2191,6,-4,101,-5,-5,-5,-5,18,-4,52,6,-4,-4,1,0,496,60000,3,40000,-4,1,0,6000,0,4000,0,0,0
2218,6,17,108,-4,1,30,15,12,-4,54,4,-4,-4,1,1,424,30000,2,30000,-4,2,0,3300,3300,3300,0,0,0
2229,6,-4,106,-4,0,-4,-4,16,-4,56,6,-4,-4,0,-4,462,43000,3,-2,-4,1,1,2000,1000,7000,0,0,0
2232,6,19,-4,-4,0,-4,-4,14,-4,57,6,-4,-4,0,-4,388,50000,3,10000,-4,2,0,0,1000,1000,0,0,0
2236,6,-4,100,-5,0,-4,-4,15,-4,53,1,5,-4,0,1,418,40000,7,-2,-4,2,0,-2,-2,-2,0,0,0
2248,6,-4,122,-4,0,-4,5,18,-4,56,6,-4,-4,0,1,448,-4,4,30000,-4,1,0,3000,7000,0,0,0,0
2250,6,-4,112,-4,0,-4,1,17,-4,57,6,-4,-4,0,-4,462,33600,-1,-1,-4,1,0,2000,4000,4000,0,0,0
2251,6,-4,124,-4,0,-4,-4,16,-4,55,6,-4,-4,0,-4,645,32600,5,-2,-4,2,1,5000,0,5000,0,0,0
2254,6,-4,100,-4,0,-4,2,13,-4,51,4,-4,-4,0,1,373,20000,4,20000,-4,2,0,2000,2000,2000,0,0,0
2260,1,17,-4,-5,1,5,-4,10,-4,52,5,-4,-4,1,-4,-4,-4,2,-1,-4,2,0,-1,-1,-1,0,0,0
2266,6,-4,114,-4,0,-4,3,18,-4,51,6,-4,-4,0,1,595,47500,5,69000,-4,2,0,3000,4000,3000,0,0,1
2290,6,-4,-4,-4,0,-4,4,18,-4,50,1,8,-4,0,1,606,27000,5,100000,-4,1,0,3300,3300,3400,0,0,0
2294,1,-4,120,-4,0,-4,-4,-5,-4,59,4,-4,-4,1,1,585,-4,2,25000,-4,1,0,0,0,10000,0,0,1
2313,6,-4,107,-5,-5,-5,-5,14,-4,53,4,-4,-4,1,-4,584,-4,4,15000,-4,3,0,0,0,0,0,0,0
2327,6,-4,-4,12,0,-4,-4,12,-4,50,6,-4,-4,0,-4,558,32500,3,32500,-4,1,0,0,0,0,0,0,1
2358,6,17,109,-4,0,-4,15,12,-4,54,3,-4,-4,0,1,551,-4,2,-2,-4,2,1,2000,4000,4000,0,0,0
2381,1,14,999,-4,1,8,-4,10,-4,58,3,-4,-4,0,-4,607,-4,5,-2,-4,3,0,5000,5000,0,0,0,0
2389,6,15,-4,-4,0,-4,-4,8,-4,58,6,-4,-4,0,-4,418,-4,3,-2,-4,1,0,-1,-1,-1,0,0,0
2407,6,-4,-4,-4,0,-4,-4,11,-4,51,1,3,-4,0,-4,594,19448,5,20000,-4,2,0,0,0,10000,0,0,1
2420,6,-4,117,12,0,-4,2,12,-4,51,1,8,-4,0,1,613,-4,2,100000,-4,2,0,0,10000,0,0,0,1
2421,5,-4,999,-5,-5,-5,-5,-5,-4,55,1,1,-4,0,-4,381,-4,4,8000,-4,2,0,3300,3300,3300,0,0,1
2436,6,-4,100,-5,-5,-5,-5,-5,-4,53,5,-4,-4,-1,-4,-4,-4,-2,-1,-4,2,0,-2,-2,-2,0,0,1
2439,6,-4,-4,-4,0,-4,-4,12,-4,50,6,-4,-4,0,-4,373,46000,3,50000,-4,2,0,0,0,10000,0,0,1
2446,6,-4,-4,-4,0,-4,-4,-5,-4,50,1,4,-4,0,-4,726,520,4,30000,-4,3,1,0,0,10000,0,0,1
2491,6,-4,86,-4,0,-4,-4,12,-4,51,4,-4,-4,0,-4,396,25000,3,-1,-4,2,0,-1,-1,-1,0,0,1
2510,6,-4,-4,-5,-5,-5,-5,11,-4,53,1,-2,-4,0,-4,420,-4,2,-2,-4,2,0,-2,-2,-2,0,0,1
2517,6,23,100,-4,0,-4,-4,14,-4,60,6,-4,-4,0,-4,428,-4,4,-2,-4,1,1,0,0,10000,0,0,1
2536,6,-4,93,-4,0,-4,-4,18,-4,51,4,-4,-4,0,0,623,-4,3,25000,-4,2,0,2500,7500,0,0,0,0
2537,6,-4,-4,-4,0,-4,2,-5,-4,51,4,-4,-4,0,1,457,48000,3,35000,-4,2,0,0,10000,0,0,0,1
2541,6,-4,131,-4,0,-4,30,18,-4,57,4,-4,-4,0,1,373,50000,4,50000,-4,2,0,3300,3300,3400,0,0,0
2555,6,-4,92,-4,0,-4,-4,16,-4,55,4,-4,-4,0,-4,606,44000,6,48000,-4,3,0,2000,4000,4000,0,0,0
2563,6,-4,-4,-4,1,-4,-4,12,-4,50,6,-4,-4,1,1,455,30000,1,30000,-4,2,0,0,0,1000,0,0,1
2579,6,-4,-4,-4,-5,-5,-5,18,-4,52,6,-4,-4,0,-4,503,-4,4,1800,-4,2,0,0,0,0,0,0,0
2592,6,-4,102,-4,1,10,10,12,-4,51,6,-4,-4,1,1,467,-4,3,20000,-4,1,0,3000,2000,5000,0,0,0
2596,6,17,90,-4,0,-4,2,12,-4,57,1,4,-4,0,0,373,27000,2,50000,-4,2,0,2000,6000,2000,0,0,1
2611,6,-4,97,18,1,10,2,18,-4,54,4,-4,-4,0,1,406,75000,4,65000,-4,1,0,7000,1500,1500,0,0,1
2612,6,-4,116,-4,-5,-5,-5,18,-4,50,1,10,-4,0,1,384,25000,1,100000,-4,1,0,100,100,100,0,0,1
2615,6,-4,-4,14,1,10,3,14,-4,50,6,-4,-4,1,1,499,45000,3,12000,-4,2,0,3500,3500,3000,0,0,1
2644,6,-4,82,16,0,-4,15,16,-4,52,6,-4,-4,0,1,379,70000,1,50000,-4,1,1,3000,3000,4000,0,0,1
2654,6,-4,-4,-4,0,-4,4,12,-4,50,6,-4,-4,0,-4,514,10000,3,-2,-4,2,0,100,100,9800,0,0,1
2656,6,16,81,-5,-5,-5,-5,-5,-4,56,6,-4,-4,0,-4,699,-4,5,-2,-4,3,0,-2,-2,-2,0,0,0
2664,6,-4,123,-4,0,-4,10,18,-4,53,6,-4,-4,1,1,373,90000,2,50000,-4,1,1,8000,1000,1000,0,0,0
2666,6,-4,-4,-4,0,-4,6,18,-4,51,1,8,-4,0,1,373,-4,2,100000,-4,1,1,10000,0,0,0,0,1
2675,6,21,115,-4,0,-4,20,17,-4,59,6,-4,-4,0,1,416,110000,1,37500,-4,1,0,3400,3300,3300,0,0,0
2691,6,19,76,-4,-5,-5,-5,12,-4,60,1,4,-4,0,-4,379,-1,3,23000,-4,1,0,-2,-2,-2,0,0,1
2706,6,17,90,-4,0,-4,-4,10,-4,58,1,6,-4,0,-4,460,-2,2,1200,-4,1,0,0,5000,5000,0,0,1
2717,6,-4,108,-4,0,-4,-4,14,-4,52,5,-4,-4,0,1,591,26000,3,25000,-4,2,0,5000,0,5000,0,0,1
2722,6,-4,92,13,0,-4,1,13,-4,53,4,-4,-4,1,1,491,46254,3,50000,-4,2,0,0,0,10000,0,0,1
2723,6,-4,78,-4,1,10,3,12,-4,52,6,-4,-4,0,-4,474,-1,5,12000,-4,4,0,0,0,10000,0,0,1
2753,6,-4,109,-4,0,-4,2,18,-4,53,6,-4,-4,0,1,561,-4,3,50000,-4,2,1,7000,0,3000,0,0,0
2761,6,-4,110,-4,0,-4,-4,17,-4,51,6,-4,-4,0,0,373,-1,4,-2,-4,1,0,7500,1000,500,0,0,1
2776,6,17,999,-4,-5,-5,-5,12,-4,57,3,-4,-4,0,-4,490,-4,4,20000,-4,3,0,0,0,10000,0,0,1
2787,6,-4,999,-4,-5,-5,-5,17,-4,54,4,-4,-4,0,-4,416,80000,3,60000,-4,2,0,-2,-2,-2,0,0,0
2801,6,-4,122,17,0,-4,-4,-5,-4,52,6,-4,-4,0,0,373,28500,4,13000,-4,1,1,4000,0,0,0,0,0
2815,6,-4,101,-4,0,-4,4,18,-4,51,4,-4,-4,0,1,531,80000,3,64000,-4,2,0,5000,5000,0,0,0,1
2867,6,-4,126,-4,0,-4,10,-5,-4,53,4,-4,-4,0,1,416,150001,1,-1,-4,1,0,8000,0,2000,0,0,1
2909,6,-4,127,-4,1,-4,15,16,-4,57,6,-4,-4,1,1,373,50000,2,50000,-4,2,0,10000,0,0,0,0,1
2913,6,-4,119,-4,0,-4,3,15,-4,51,1,8,-4,0,1,433,60000,3,50000,-4,2,0,-2,-2,-2,0,0,1
2925,6,-4,-4,-5,0,-4,-4,-5,-4,55,6,-4,-4,0,-4,415,-4,5,20000,-4,1,0,0,0,0,0,0,1
2936,6,-4,146,18,0,-4,-4,18,-4,52,6,-4,-4,0,1,454,34000,3,34000,-4,2,1,2000,4000,4000,0,0,0
2960,1,18,100,-4,-5,-5,-5,-5,-4,60,1,-1,-4,-1,-4,-4,-4,-1,-1,-4,-1,-1,-1,-1,-1,0,0,1
2978,1,16,999,-4,-5,-5,-5,12,-4,54,4,-4,-4,1,-4,656,20000,6,-1,-4,4,0,10000,0,0,0,0,1
2984,1,16,-4,-4,-5,-5,-5,9,-4,59,1,-1,-4,-1,-4,779,-1,-1,-1,-4,4,-1,-1,-1,-1,0,0,1
3020,6,-4,-4,-4,0,-4,-4,17,-4,50,6,-4,-4,0,1,459,54000,2,50000,1,1,1,0,0,5000,0,0,1
3027,6,-4,-4,-4,0,-4,-4,17,-4,51,6,-4,-4,0,-4,413,-1,3,-1,-4,1,0,5000,0,5000,0,0,1
3043,6,-4,999,-4,0,-4,-4,12,-4,52,6,-4,-4,1,1,373,35000,4,35000,-4,2,0,0,0,0,0,0,1
3047,6,-4,-4,14,0,-4,-4,-5,-4,50,6,-4,-4,0,-4,373,-4,2,25000,-4,2,0,0,0,0,0,0,1
3065,6,-4,-4,-4,1,-4,-4,-5,-4,49,6,-4,-4,1,0,373,40000,1,20000,-4,1,0,500,0,8000,0,0,1
3069,6,-4,121,-4,1,15,-4,-5,-4,51,1,-1,-4,0,-4,614,-4,3,-1,-4,2,0,0,0,10000,0,0,1
3075,1,18,87,-4,0,-4,-4,-5,-4,54,1,-1,-4,0,-4,391,-4,2,-2,-4,1,0,33,33,33,0,0,1
3092,6,16,-4,-4,1,-4,-4,7,-4,55,5,-4,-4,1,-4,626,-4,6,2400,-4,1,0,-2,-2,-2,0,0,1
3124,2,18,78,-4,0,-4,-4,12,-4,56,1,1,-4,0,-4,430,16000,3,40000,-4,1,0,5000,5000,0,0,0,1
3172,6,18,95,-4,-5,-5,-5,12,-4,55,4,-4,-4,0,1,373,78000,1,-2,-4,1,0,2000,2000,6000,0,0,1
3175,6,-4,97,-4,0,-4,-4,16,-4,55,6,-4,-4,0,-4,449,65000,1,13000,-4,1,0,6000,0,4000,0,0,0
3188,6,19,-4,-4,1,5,-4,13,-4,57,6,-4,-4,1,-4,505,13000,3,-2,-4,2,0,10000,0,0,0,0,1
3208,6,17,999,-4,0,-4,-4,12,-4,55,1,4,-4,0,-4,497,-4,3,16000,-4,2,0,0,0,10000,0,0,1
3209,6,-4,-4,-4,0,-4,-4,12,-4,51,6,-4,-4,0,-4,572,16000,1,-2,-4,2,0,-2,-2,-2,0,0,1
3222,6,22,112,-4,0,-4,-4,17,-4,59,6,-4,-4,0,1,426,-4,2,24000,-4,1,1,0,0,10000,0,0,1
3251,6,-4,-4,-5,0,-4,-4,-5,-4,50,4,-4,-4,-1,-4,381,-1,2,-1,-4,1,0,-2,-2,-2,0,0,0
3266,1,17,-4,12,-5,-5,-5,-5,-4,54,1,2,-4,1,-4,625,18000,5,40000,-4,2,0,0,0,0,0,0,1
3269,1,18,-4,-4,0,-4,-4,-5,-4,55,1,1,-4,0,-4,375,38000,2,20000,-4,1,0,0,0,0,0,0,1
3273,6,-4,82,-5,-5,-5,-5,13,-4,54,1,6,-4,0,-4,446,-4,1,-2,-4,1,1,-2,-2,-2,0,0,0
3282,6,-4,-4,-4,0,-4,-4,16,-4,49,4,-4,-4,0,-4,523,-4,2,-2,-4,1,0,-2,-2,-2,0,0,1
3292,6,18,108,-4,0,-4,1,12,-4,55,1,6,-4,0,1,445,35000,1,35000,-4,1,1,0,0,10000,0,0,1
3336,6,13,-4,-4,-5,-5,-5,6,-4,56,3,-4,-4,0,-4,586,-4,4,7000,-4,3,0,0,0,0,0,0,1
3347,1,18,91,-4,-5,-5,-5,12,-4,56,1,4,-4,0,0,463,18000,4,-2,-4,2,0,0,0,10000,0,0,1
3382,6,-4,-4,-4,1,10,3,13,-4,50,6,-4,-4,0,-4,484,-1,3,-1,-4,2,0,0,0,10000,0,0,1
3384,6,-4,-4,-4,-5,-5,-5,-5,-4,51,4,-4,-4,0,1,494,22000,2,22000,-4,1,1,-2,-2,-2,0,0,0
3407,6,-4,96,-4,0,-4,-4,13,-4,53,1,10,-4,0,0,565,130,4,40000,-4,2,1,3300,3300,3400,0,0,1
3424,6,18,-4,-4,1,15,-4,12,-4,53,4,-4,-4,1,-4,517,-4,5,5000,-4,2,0,2000,0,8000,0,0,1
3426,6,-4,-4,-5,1,10,-4,12,-4,50,1,4,-4,1,-4,494,24000,3,30000,-4,2,0,0,0,10000,0,0,1
3445,1,18,100,-4,0,-4,8,12,-4,54,4,-4,-4,0,1,507,41530,4,30000,-4,2,1,0,5000,5000,0,0,0
3450,6,21,999,-4,-5,-5,-5,-5,-4,57,6,-4,-4,1,-4,497,-4,2,-2,-4,2,0,-2,-2,-2,0,0,1
3485,6,18,112,-4,0,-4,-4,12,-4,57,6,-4,-4,0,-4,515,-4,2,-2,-4,2,0,-2,-2,-2,0,0,0
3487,6,-4,117,-4,0,-4,-4,18,-4,57,6,-4,-4,0,-4,377,-4,4,31000,-4,1,1,-2,-2,-2,0,0,0
3499,6,-4,-4,-4,0,-4,-4,14,-4,49,1,6,-4,0,-4,373,-4,6,-2,-4,2,0,0,0,10000,0,0,1
3507,6,-4,110,-4,0,-4,30,18,-4,56,4,-4,-4,0,1,546,68000,2,50000,-4,2,1,10000,0,0,0,0,1
